256 
480 2 
3.125000000000e-02 3.125000000000e-02 
3.125000000000e-02 9.375000000000e-02 
3.125000000000e-02 1.562500000000e-01 
3.125000000000e-02 2.187500000000e-01 
3.125000000000e-02 2.812500000000e-01 
3.125000000000e-02 3.437500000000e-01 
3.125000000000e-02 4.062500000000e-01 
3.125000000000e-02 4.687500000000e-01 
3.125000000000e-02 5.312500000000e-01 
3.125000000000e-02 5.937500000000e-01 
3.125000000000e-02 6.562500000000e-01 
3.125000000000e-02 7.187500000000e-01 
3.125000000000e-02 7.812500000000e-01 
3.125000000000e-02 8.437500000000e-01 
3.125000000000e-02 9.062500000000e-01 
3.125000000000e-02 9.687500000000e-01 
9.375000000000e-02 3.125000000000e-02 
9.375000000000e-02 9.375000000000e-02 
9.375000000000e-02 1.562500000000e-01 
9.375000000000e-02 2.187500000000e-01 
9.375000000000e-02 2.812500000000e-01 
9.375000000000e-02 3.437500000000e-01 
9.375000000000e-02 4.062500000000e-01 
9.375000000000e-02 4.687500000000e-01 
9.375000000000e-02 5.312500000000e-01 
9.375000000000e-02 5.937500000000e-01 
9.375000000000e-02 6.562500000000e-01 
9.375000000000e-02 7.187500000000e-01 
9.375000000000e-02 7.812500000000e-01 
9.375000000000e-02 8.437500000000e-01 
9.375000000000e-02 9.062500000000e-01 
9.375000000000e-02 9.687500000000e-01 
1.562500000000e-01 3.125000000000e-02 
1.562500000000e-01 9.375000000000e-02 
1.562500000000e-01 1.562500000000e-01 
1.562500000000e-01 2.187500000000e-01 
1.562500000000e-01 2.812500000000e-01 
1.562500000000e-01 3.437500000000e-01 
1.562500000000e-01 4.062500000000e-01 
1.562500000000e-01 4.687500000000e-01 
1.562500000000e-01 5.312500000000e-01 
1.562500000000e-01 5.937500000000e-01 
1.562500000000e-01 6.562500000000e-01 
1.562500000000e-01 7.187500000000e-01 
1.562500000000e-01 7.812500000000e-01 
1.562500000000e-01 8.437500000000e-01 
1.562500000000e-01 9.062500000000e-01 
1.562500000000e-01 9.687500000000e-01 
2.187500000000e-01 3.125000000000e-02 
2.187500000000e-01 9.375000000000e-02 
2.187500000000e-01 1.562500000000e-01 
2.187500000000e-01 2.187500000000e-01 
2.187500000000e-01 2.812500000000e-01 
2.187500000000e-01 3.437500000000e-01 
2.187500000000e-01 4.062500000000e-01 
2.187500000000e-01 4.687500000000e-01 
2.187500000000e-01 5.312500000000e-01 
2.187500000000e-01 5.937500000000e-01 
2.187500000000e-01 6.562500000000e-01 
2.187500000000e-01 7.187500000000e-01 
2.187500000000e-01 7.812500000000e-01 
2.187500000000e-01 8.437500000000e-01 
2.187500000000e-01 9.062500000000e-01 
2.187500000000e-01 9.687500000000e-01 
2.812500000000e-01 3.125000000000e-02 
2.812500000000e-01 9.375000000000e-02 
2.812500000000e-01 1.562500000000e-01 
2.812500000000e-01 2.187500000000e-01 
2.812500000000e-01 2.812500000000e-01 
2.812500000000e-01 3.437500000000e-01 
2.812500000000e-01 4.062500000000e-01 
2.812500000000e-01 4.687500000000e-01 
2.812500000000e-01 5.312500000000e-01 
2.812500000000e-01 5.937500000000e-01 
2.812500000000e-01 6.562500000000e-01 
2.812500000000e-01 7.187500000000e-01 
2.812500000000e-01 7.812500000000e-01 
2.812500000000e-01 8.437500000000e-01 
2.812500000000e-01 9.062500000000e-01 
2.812500000000e-01 9.687500000000e-01 
3.437500000000e-01 3.125000000000e-02 
3.437500000000e-01 9.375000000000e-02 
3.437500000000e-01 1.562500000000e-01 
3.437500000000e-01 2.187500000000e-01 
3.437500000000e-01 2.812500000000e-01 
3.437500000000e-01 3.437500000000e-01 
3.437500000000e-01 4.062500000000e-01 
3.437500000000e-01 4.687500000000e-01 
3.437500000000e-01 5.312500000000e-01 
3.437500000000e-01 5.937500000000e-01 
3.437500000000e-01 6.562500000000e-01 
3.437500000000e-01 7.187500000000e-01 
3.437500000000e-01 7.812500000000e-01 
3.437500000000e-01 8.437500000000e-01 
3.437500000000e-01 9.062500000000e-01 
3.437500000000e-01 9.687500000000e-01 
4.062500000000e-01 3.125000000000e-02 
4.062500000000e-01 9.375000000000e-02 
4.062500000000e-01 1.562500000000e-01 
4.062500000000e-01 2.187500000000e-01 
4.062500000000e-01 2.812500000000e-01 
4.062500000000e-01 3.437500000000e-01 
4.062500000000e-01 4.062500000000e-01 
4.062500000000e-01 4.687500000000e-01 
4.062500000000e-01 5.312500000000e-01 
4.062500000000e-01 5.937500000000e-01 
4.062500000000e-01 6.562500000000e-01 
4.062500000000e-01 7.187500000000e-01 
4.062500000000e-01 7.812500000000e-01 
4.062500000000e-01 8.437500000000e-01 
4.062500000000e-01 9.062500000000e-01 
4.062500000000e-01 9.687500000000e-01 
4.687500000000e-01 3.125000000000e-02 
4.687500000000e-01 9.375000000000e-02 
4.687500000000e-01 1.562500000000e-01 
4.687500000000e-01 2.187500000000e-01 
4.687500000000e-01 2.812500000000e-01 
4.687500000000e-01 3.437500000000e-01 
4.687500000000e-01 4.062500000000e-01 
4.687500000000e-01 4.687500000000e-01 
4.687500000000e-01 5.312500000000e-01 
4.687500000000e-01 5.937500000000e-01 
4.687500000000e-01 6.562500000000e-01 
4.687500000000e-01 7.187500000000e-01 
4.687500000000e-01 7.812500000000e-01 
4.687500000000e-01 8.437500000000e-01 
4.687500000000e-01 9.062500000000e-01 
4.687500000000e-01 9.687500000000e-01 
5.312500000000e-01 3.125000000000e-02 
5.312500000000e-01 9.375000000000e-02 
5.312500000000e-01 1.562500000000e-01 
5.312500000000e-01 2.187500000000e-01 
5.312500000000e-01 2.812500000000e-01 
5.312500000000e-01 3.437500000000e-01 
5.312500000000e-01 4.062500000000e-01 
5.312500000000e-01 4.687500000000e-01 
5.312500000000e-01 5.312500000000e-01 
5.312500000000e-01 5.937500000000e-01 
5.312500000000e-01 6.562500000000e-01 
5.312500000000e-01 7.187500000000e-01 
5.312500000000e-01 7.812500000000e-01 
5.312500000000e-01 8.437500000000e-01 
5.312500000000e-01 9.062500000000e-01 
5.312500000000e-01 9.687500000000e-01 
5.937500000000e-01 3.125000000000e-02 
5.937500000000e-01 9.375000000000e-02 
5.937500000000e-01 1.562500000000e-01 
5.937500000000e-01 2.187500000000e-01 
5.937500000000e-01 2.812500000000e-01 
5.937500000000e-01 3.437500000000e-01 
5.937500000000e-01 4.062500000000e-01 
5.937500000000e-01 4.687500000000e-01 
5.937500000000e-01 5.312500000000e-01 
5.937500000000e-01 5.937500000000e-01 
5.937500000000e-01 6.562500000000e-01 
5.937500000000e-01 7.187500000000e-01 
